chapter,paragraph,sentence,text
CHAPTER LI,18,1,"“And then when you go away, you may leave one or two of my sisters behind you; and I dare say I shall get husbands for them before the winter is over.”"
CHAPTER LI,19,1,"“I thank you for my share of the favour,” said Elizabeth; “but I do not particularly like your way of getting husbands.”"
CHAPTER LI,20,1,Their visitors were not to remain above ten days with them.
CHAPTER LI,20,2,"Mr. Wickham had received his commission before he left London, and he was to join his regiment at the end of a fortnight."
CHAPTER LI,21,1,"No one but Mrs. Bennet regretted that their stay would be so short; and she made the most of the time by visiting about with her daughter, and having very frequent parties at home."
CHAPTER LI,21,2,These parties were acceptable to all; to avoid a family circle was even more desirable to such as did think than such as did not.
CHAPTER LI,22,1,Wickham’s affection for Lydia was just what Elizabeth had expected to find it; not equal to Lydia’s for him.
CHAPTER LI,22,2,"She had scarcely needed her present observation to be satisfied, from the reason of things, that their elopement had been brought on by the strength of her love rather than by his; and she would have wondered why, without violently caring for her, he chose to elope with her at all, had she not felt certain that his flight was rendered necessary by distress of circumstances; and if that were the case, he was not the young man to resist an opportunity of having a companion."
CHAPTER LI,23,1,Lydia was exceedingly fond of him.
CHAPTER LI,23,2,He was her dear Wickham on every occasion; no one was to be put in competition with him.
CHAPTER LI,23,3,He did everything best in the world; and she was sure he would kill more birds on the first of September than anybody else in the country.
CHAPTER LI,24,1,"One morning, soon after their arrival, as she was sitting with her two elder sisters, she said to Elizabeth,--"
CHAPTER LI,25,1,"“Lizzy, I never gave _you_ an account of my wedding, I believe."
CHAPTER LI,25,2,"You were not by, when I told mamma, and the others, all about it."
CHAPTER LI,25,3,Are not you curious to hear how it was managed?”
CHAPTER LI,26,1,"“No, really,” replied Elizabeth; “I think there cannot be too little said on the subject.”"
CHAPTER LI,27,1,“La!
CHAPTER LI,27,2,You are so strange!
CHAPTER LI,27,3,But I must tell you how it went off.
CHAPTER LI,27,4,"We were married, you know, at St. Clement’s, because Wickham’s lodgings were in that parish."
CHAPTER LI,27,5,And it was settled that we should all be there by eleven o’clock.
CHAPTER LI,27,6,My uncle and aunt and I were to go together; and the others were to meet us at the church.
CHAPTER LI,28,1,"“Well, Monday morning came, and I was in such a fuss!"
CHAPTER LI,28,2,"I was so afraid, you know, that something would happen to put it off, and then I should have gone quite distracted."
CHAPTER LI,28,3,"And there was my aunt, all the time I was dressing, preaching and talking away just as if she was reading a sermon."
CHAPTER LI,28,4,"However, I did not hear above one word in ten, for I was thinking, you may suppose, of my dear Wickham."
CHAPTER LI,28,5,I longed to know whether he would be married in his blue coat.
CHAPTER LI,29,1,"“Well, and so we breakfasted at ten as usual: I thought it would never be over; for, by the bye, you are to understand that my uncle and aunt were horrid unpleasant all the time I was with them."
CHAPTER LI,29,2,"If you’ll believe me, I did not once put my foot out of doors, though I was there a fortnight."
CHAPTER LI,29,3,"Not one party, or scheme, or anything!"
CHAPTER LI,29,4,"To be sure, London was rather thin, but, however, the Little Theatre was open."
CHAPTER LI,30,1,"“Well, and so, just as the carriage came to the door, my uncle was called away upon business to that horrid man Mr. Stone."
CHAPTER LI,30,2,"And then, you know, when once they get together, there is no end of it."
CHAPTER LI,30,3,"Well, I was so frightened I did not know what to do, for my uncle was to give me away; and if we were beyond the hour we could not be married all day."
CHAPTER LI,30,4,"But, luckily, he came back again in ten minutes’ time, and then we all set out."
CHAPTER LI,30,5,"However, I recollected afterwards, that if he _had_ been prevented going, the wedding need not be put off, for Mr. Darcy might have done as well.”"
CHAPTER LI,31,1,“Mr.
CHAPTER LI,31,2,"Darcy!” repeated Elizabeth, in utter amazement."
CHAPTER LI,32,1,"“Oh, yes!"
CHAPTER LI,32,2,"he was to come there with Wickham, you know."
CHAPTER LI,32,3,"But, gracious me!"
CHAPTER LI,32,4,I quite forgot!
CHAPTER LI,32,5,I ought not to have said a word about it.
CHAPTER LI,32,6,I promised them so faithfully!
CHAPTER LI,32,7,What will Wickham say?
CHAPTER LI,32,8,It was to be such a secret!”
CHAPTER LI,33,1,"“If it was to be a secret,” said Jane, “say not another word on the subject."
CHAPTER LI,33,2,You may depend upon my seeking no further.”
CHAPTER LI,34,1,"“Oh, certainly,” said Elizabeth, though burning with curiosity; “we will ask you no questions.”"
CHAPTER LI,35,1,"“Thank you,” said Lydia; “for if you did, I should certainly tell you all, and then Wickham would be so angry.”"
CHAPTER LI,36,1,"On such encouragement to ask, Elizabeth was forced to put it out of her power, by running away."
CHAPTER LI,37,1,But to live in ignorance on such a point was impossible; or at least it was impossible not to try for information.
CHAPTER LI,37,2,Mr. Darcy had been at her sister’s wedding.
CHAPTER LI,37,3,"It was exactly a scene, and exactly among people, where he had apparently least to do, and least temptation to go."
CHAPTER LI,37,4,"Conjectures as to the meaning of it, rapid and wild, hurried into her brain; but she was satisfied with none."
CHAPTER LI,37,5,"Those that best pleased her, as placing his conduct in the noblest light, seemed most improbable."
CHAPTER LI,37,6,"She could not bear such suspense; and hastily seizing a sheet of paper, wrote a short letter to her aunt, to request an explanation of what Lydia had dropped, if it were compatible with the secrecy which had been intended."
CHAPTER LI,38,1,"“You may readily comprehend,” she added, “what my curiosity must be to know how a person unconnected with any of us, and, comparatively speaking, a stranger to our family, should have been amongst you at such a time."
CHAPTER LI,38,2,"Pray write instantly, and let me understand it--unless it is, for very cogent reasons, to remain in the secrecy which Lydia seems to think necessary; and then I must endeavour to be satisfied with ignorance.”"
CHAPTER LI,39,1,"“Not that I _shall_, though,” she added to herself, and she finished the letter; “and, my dear aunt, if you do not tell me in an honourable manner, I shall certainly be reduced to tricks and stratagems to find it out.”"
CHAPTER LI,40,1,"Jane’s delicate sense of honour would not allow her to speak to Elizabeth privately of what Lydia had let fall; Elizabeth was glad of it:--till it appeared whether her inquiries would receive any satisfaction, she had rather be without a confidante."
CHAPTER LII,1,1,Elizabeth had the satisfaction of receiving an answer to her letter as soon as she possibly could.
CHAPTER LII,1,2,"She was no sooner in possession of it, than hurrying into the little copse, where she was least likely to be interrupted, she sat down on one of the benches, and prepared to be happy; for the length of the letter convinced her that it did not contain a denial."
CHAPTER LII,2,1,"/* RIGHT “Gracechurch Street, _Sept."
CHAPTER LII,2,2,6_.
CHAPTER LII,2,3,*/
CHAPTER LII,3,1,"“I have just received your letter, and shall devote this whole morning to answering it, as I foresee that a _little_ writing will not comprise what I have to tell you."
CHAPTER LII,3,2,I must confess myself surprised by your application; I did not expect it from _you_.
CHAPTER LII,3,3,"Don’t think me angry, however, for I only mean to let you know, that I had not imagined such inquiries to be necessary on _your_ side."
CHAPTER LII,3,4,"If you do not choose to understand me, forgive my impertinence."
CHAPTER LII,3,5,Your uncle is as much surprised as I am; and nothing but the belief of your being a party concerned would have allowed him to act as he has done.
CHAPTER LII,3,6,"But if you are really innocent and ignorant, I must be more explicit."
CHAPTER LII,3,7,"On the very day of my coming home from Longbourn, your uncle had a most unexpected visitor."
CHAPTER LII,3,8,"Mr. Darcy called, and was shut up with him several hours."
CHAPTER LII,3,9,It was all over before I arrived; so my curiosity was not so dreadfully racked as _yours_ seems to have been.
CHAPTER LII,3,10,"He came to tell Mr. Gardiner that he had found out where your sister and Mr. Wickham were, and that he had seen and talked with them both--Wickham repeatedly, Lydia once."
CHAPTER LII,3,11,"From what I can collect, he left Derbyshire only one day after ourselves, and came to town with the resolution of hunting for them."
CHAPTER LII,3,12,The motive professed was his conviction of its being owing to himself that Wickham’s worthlessness had not been so well known as to make it impossible for any young woman of character to love or confide in him.
CHAPTER LII,3,13,"He generously imputed the whole to his mistaken pride, and confessed that he had before thought it beneath him to lay his private actions open to the world."
CHAPTER LII,3,14,His character was to speak for itself.
CHAPTER LII,3,15,"He called it, therefore, his duty to step forward, and endeavour to remedy an evil which had been brought on by himself."
CHAPTER LII,3,16,"If he _had another_ motive, I am sure it would never disgrace him."
CHAPTER LII,3,17,"He had been some days in town before he was able to discover them; but he had something to direct his search, which was more than _we_ had; and the consciousness of this was another reason for his resolving to follow us."
CHAPTER LII,3,18,"There is a lady, it seems, a Mrs. Younge, who was some time ago governess to Miss Darcy, and was dismissed from her charge on some cause of disapprobation, though he did not say what."
CHAPTER LII,3,19,"She then took a large house in Edward Street, and has since maintained herself by letting lodgings."
CHAPTER LII,3,20,"This Mrs. Younge was, he knew, intimately acquainted with Wickham; and he went to her for intelligence of him, as soon as he got to town."
CHAPTER LII,3,21,But it was two or three days before he could get from her what he wanted.
CHAPTER LII,3,22,"She would not betray her trust, I suppose, without bribery and corruption, for she really did know where her friend was to be found."
CHAPTER LII,3,23,"Wickham, indeed, had gone to her on their first arrival in London; and had she been able to receive them into her house, they would have taken up their abode with her."
CHAPTER LII,3,24,"At length, however, our kind friend procured the wished-for direction."
CHAPTER LII,3,25,They were in ---- Street.
CHAPTER LII,3,26,"He saw Wickham, and afterwards insisted on seeing Lydia."
CHAPTER LII,3,27,"His first object with her, he acknowledged, had been to persuade her to quit her present disgraceful situation, and return to her friends as soon as they could be prevailed on to receive her, offering his assistance as far as it would go."
CHAPTER LII,3,28,But he found Lydia absolutely resolved on remaining where she was.
CHAPTER LII,3,29,She cared for none of her friends; she wanted no help of his; she would not hear of leaving Wickham.
CHAPTER LII,3,30,"She was sure they should be married some time or other, and it did not much signify when."
CHAPTER LII,3,31,"Since such were her feelings, it only remained, he thought, to secure and expedite a marriage, which, in his very first conversation with Wickham, he easily learnt had never been _his_ design."
CHAPTER LII,3,32,He confessed himself obliged to leave the regiment on account of some debts of honour which were very pressing; and scrupled not to lay all the ill consequences of Lydia’s flight on her own folly alone.
CHAPTER LII,3,33,"He meant to resign his commission immediately; and as to his future situation, he could conjecture very little about it."
CHAPTER LII,3,34,"He must go somewhere, but he did not know where, and he knew he should have nothing to live on."
CHAPTER LII,3,35,Mr. Darcy asked why he did not marry your sister at once.
CHAPTER LII,3,36,"Though Mr. Bennet was not imagined to be very rich, he would have been able to do something for him, and his situation must have been benefited by marriage."
CHAPTER LII,3,37,"But he found, in reply to this question, that Wickham still cherished the hope of more effectually making his fortune by marriage, in some other country."
CHAPTER LII,3,38,"Under such circumstances, however, he was not likely to be proof against the temptation of immediate relief."
CHAPTER LII,3,39,"They met several times, for there was much to be discussed."
CHAPTER LII,3,40,"Wickham, of course, wanted more than he could get; but at length was reduced to be reasonable."
CHAPTER LII,3,41,"Everything being settled between _them_, Mr. Darcy’s next step was to make your uncle acquainted with it, and he first called in Gracechurch Street the evening before I came home."
CHAPTER LII,3,42,"But Mr. Gardiner could not be seen; and Mr. Darcy found, on further inquiry, that your father was still with him, but would quit town the next morning."
CHAPTER LII,3,43,"He did not judge your father to be a person whom he could so properly consult as your uncle, and therefore readily postponed seeing him till after the departure of the former."
CHAPTER LII,3,44,"He did not leave his name, and till the next day it was only known that a gentleman had called on business."
CHAPTER LII,3,45,On Saturday he came again.
CHAPTER LII,3,46,"Your father was gone, your uncle at home, and, as I said before, they had a great deal of talk together."
CHAPTER LII,3,47,"They met again on Sunday, and then _I_ saw him too."
CHAPTER LII,3,48,"It was not all settled before Monday: as soon as it was, the express was sent off to Longbourn."
CHAPTER LII,3,49,But our visitor was very obstinate.
CHAPTER LII,3,50,"I fancy, Lizzy, that obstinacy is the real defect of his character, after all."
CHAPTER LII,3,51,He has been accused of many faults at different times; but _this_ is the true one.
CHAPTER LII,3,52,"Nothing was to be done that he did not do himself; though I am sure (and I do not speak it to be thanked, therefore say nothing about it) your uncle would most readily have settled the whole."
CHAPTER LII,3,53,"They battled it together for a long time, which was more than either the gentleman or lady concerned in it deserved."
CHAPTER LII,3,54,"But at last your uncle was forced to yield, and instead of being allowed to be of use to his niece, was forced to put up with only having the probable credit of it, which went sorely against the grain; and I really believe your letter this morning gave him great pleasure, because it required an explanation that would rob him of his borrowed feathers, and give the praise where it was due."
CHAPTER LII,3,55,"But, Lizzy, this must go no further than yourself, or Jane at most."
CHAPTER LII,3,56,"You know pretty well, I suppose, what has been done for the young people."
CHAPTER LII,3,57,"His debts are to be paid, amounting, I believe, to considerably more than a thousand pounds, another thousand in addition to her own settled upon _her_, and his commission purchased."
CHAPTER LII,3,58,"The reason why all this was to be done by him alone, was such as I have given above."
CHAPTER LII,3,59,"It was owing to him, to his reserve and want of proper consideration, that Wickham’s character had been so misunderstood, and consequently that he had been received and noticed as he was."
CHAPTER LII,3,60,"Perhaps there was some truth in _this_; though I doubt whether _his_ reserve, or _anybody’s_ reserve can be answerable for the event."
CHAPTER LII,3,61,"But in spite of all this fine talking, my dear Lizzy, you may rest perfectly assured that your uncle would never have yielded, if we had not given him credit for _another interest_ in the affair."
CHAPTER LII,3,62,"When all this was resolved on, he returned again to his friends, who were still staying at Pemberley; but it was agreed that he should be in London once more when the wedding took place, and all money matters were then to receive the last finish."
CHAPTER LII,3,63,I believe I have now told you everything.
CHAPTER LII,3,64,It is a relation which you tell me is to give you great surprise; I hope at least it will not afford you any displeasure.
CHAPTER LII,3,65,"Lydia came to us, and Wickham had constant admission to the house."
CHAPTER LII,3,66,"_He_ was exactly what he had been when I knew him in Hertfordshire; but I would not tell you how little I was satisfied with _her_ behaviour while she stayed with us, if I had not perceived, by Jane’s letter last Wednesday, that her conduct on coming home was exactly of a piece with it, and therefore what I now tell you can give you no fresh pain."
CHAPTER LII,3,67,"I talked to her repeatedly in the most serious manner, representing to her the wickedness of what she had done, and all the unhappiness she had brought on her family."
CHAPTER LII,3,68,"If she heard me, it was by good luck, for I am sure she did not listen."
CHAPTER LII,3,69,"I was sometimes quite provoked; but then I recollected my dear Elizabeth and Jane, and for their sakes had patience with her."
CHAPTER LII,3,70,"Mr. Darcy was punctual in his return, and, as Lydia informed you, attended the wedding."
CHAPTER LII,3,71,"He dined with us the next day, and was to leave town again on Wednesday or Thursday."
CHAPTER LII,3,72,"Will you be very angry with me, my dear Lizzy, if I take this opportunity of saying (what I was never bold enough to say before) how much I like him?"
CHAPTER LII,3,73,"His behaviour to us has, in every respect, been as pleasing as when we were in Derbyshire."
CHAPTER LII,3,74,"His understanding and opinions all please me; he wants nothing but a little more liveliness, and _that_, if he marry _prudently_, his wife may teach him."
CHAPTER LII,3,75,I thought him very sly; he hardly ever mentioned your name.
CHAPTER LII,3,76,But slyness seems the fashion.
CHAPTER LII,3,77,"Pray forgive me, if I have been very presuming, or at least do not punish me so far as to exclude me from P. I shall never be quite happy till I have been all round the park."
CHAPTER LII,3,78,A low phaeton with a nice little pair of ponies would be the very thing.
CHAPTER LII,3,79,But I must write no more.
CHAPTER LII,3,80,The children have been wanting me this half hour.
CHAPTER LII,4,1,"“Yours, very sincerely,"
CHAPTER LII,5,1,"The contents of this letter threw Elizabeth into a flutter of spirits, in which it was difficult to determine whether pleasure or pain bore the greatest share."
CHAPTER LII,5,2,"The vague and unsettled suspicions which uncertainty had produced, of what Mr. Darcy might have been doing to forward her sister’s match--which she had feared to encourage, as an exertion of goodness too great to be probable, and at the same time dreaded to be just, from the pain of obligation--were proved beyond their greatest extent to be true!"
CHAPTER LII,5,3,"He had followed them purposely to town, he had taken on himself all the trouble and mortification attendant on such a research; in which supplication had been necessary to a woman whom he must abominate and despise, and where he was reduced to meet, frequently meet, reason with, persuade, and finally bribe the man whom he always most wished to avoid, and whose very name it was punishment to him to pronounce."
CHAPTER LII,5,4,He had done all this for a girl whom he could neither regard nor esteem.
CHAPTER LII,5,5,Her heart did whisper that he had done it for her.
CHAPTER LII,5,6,"But it was a hope shortly checked by other considerations; and she soon felt that even her vanity was insufficient, when required to depend on his affection for her, for a woman who had already refused him, as able to overcome a sentiment so natural as abhorrence against relationship with Wickham."
CHAPTER LII,5,7,Brother-in-law of Wickham!
CHAPTER LII,5,8,Every kind of pride must revolt from the connection.
CHAPTER LII,5,9,"He had, to be sure, done much."
CHAPTER LII,5,10,She was ashamed to think how much.
CHAPTER LII,5,11,"But he had given a reason for his interference, which asked no extraordinary stretch of belief."
CHAPTER LII,5,12,"It was reasonable that he should feel he had been wrong; he had liberality, and he had the means of exercising it; and though she would not place herself as his principal inducement, she could perhaps believe, that remaining partiality for her might assist his endeavours in a cause where her peace of mind must be materially concerned."
CHAPTER LII,5,13,"It was painful, exceedingly painful, to know that they were under obligations to a person who could never receive a return."
CHAPTER LII,5,14,"They owed the restoration of Lydia, her character, everything to him."
CHAPTER LII,5,15,"Oh, how heartily did she grieve over every ungracious sensation she had ever encouraged, every saucy speech she had ever directed towards him!"
CHAPTER LII,5,16,"For herself she was humbled; but she was proud of him,--proud that in a cause of compassion and honour he had been able to get the better of himself."
CHAPTER LII,5,17,She read over her aunt’s commendation of him again and again.
CHAPTER LII,5,18,It was hardly enough; but it pleased her.
CHAPTER LII,5,19,"She was even sensible of some pleasure, though mixed with regret, on finding how steadfastly both she and her uncle had been persuaded that affection and confidence subsisted between Mr. Darcy and herself."
CHAPTER LII,6,1,"She was roused from her seat and her reflections, by someone’s approach; and, before she could strike into another path, she was overtaken by Wickham."
CHAPTER LII,7,1,"“I am afraid I interrupt your solitary ramble, my dear sister?” said he, as he joined her."
CHAPTER LII,8,1,"“You certainly do,” she replied with a smile; “but it does not follow that the interruption must be unwelcome.”"
CHAPTER LII,9,1,"“I should be sorry, indeed, if it were."
CHAPTER LII,9,2,"_We_ were always good friends, and now we are better.”"
CHAPTER LII,10,1,“True.
CHAPTER LII,10,2,Are the others coming out?”
CHAPTER LII,11,1,“I do not know.
CHAPTER LII,11,2,Mrs. Bennet and Lydia are going in the carriage to Meryton.
CHAPTER LII,11,3,"And so, my dear sister, I find, from our uncle and aunt, that you have actually seen Pemberley.”"
CHAPTER LII,12,1,She replied in the affirmative.
CHAPTER LII,13,1,"“I almost envy you the pleasure, and yet I believe it would be too much for me, or else I could take it in my way to Newcastle."
CHAPTER LII,13,2,"And you saw the old housekeeper, I suppose?"
CHAPTER LII,13,3,"Poor Reynolds, she was always very fond of me."
CHAPTER LII,13,4,But of course she did not mention my name to you.”
CHAPTER LII,14,1,“And what did she say?”
CHAPTER LII,15,1,"“That you were gone into the army, and she was afraid had--not turned out well."
CHAPTER LII,15,2,"At such a distance as _that_, you know, things are strangely misrepresented.”"
CHAPTER LII,16,1,"“Certainly,” he replied, biting his lips."
CHAPTER LII,16,2,"Elizabeth hoped she had silenced him; but he soon afterwards said,--"
CHAPTER LII,17,1,“I was surprised to see Darcy in town last month.
CHAPTER LII,17,2,We passed each other several times.
CHAPTER LII,17,3,I wonder what he can be doing there.”
CHAPTER LII,18,1,"“Perhaps preparing for his marriage with Miss de Bourgh,” said Elizabeth."
CHAPTER LII,18,2,“It must be something particular to take him there at this time of year.”
CHAPTER LII,19,1,“Undoubtedly.
CHAPTER LII,19,2,Did you see him while you were at Lambton?
CHAPTER LII,19,3,I thought I understood from the Gardiners that you had.”
CHAPTER LII,20,1,“Yes; he introduced us to his sister.”
CHAPTER LII,21,1,“And do you like her?”
CHAPTER LII,22,1,"“I have heard, indeed, that she is uncommonly improved within this year or two."
CHAPTER LII,22,2,"When I last saw her, she was not very promising."
CHAPTER LII,22,3,I am very glad you liked her.
CHAPTER LII,22,4,I hope she will turn out well.”
CHAPTER LII,23,1,“I dare say she will; she has got over the most trying age.”
CHAPTER LII,24,1,“Did you go by the village of Kympton?”
CHAPTER LII,25,1,“I do not recollect that we did.”
CHAPTER LII,26,1,“I mention it because it is the living which I ought to have had.
CHAPTER LII,26,2,A most delightful place!
CHAPTER LII,26,3,Excellent parsonage-house!
CHAPTER LII,26,4,It would have suited me in every respect.”
CHAPTER LII,27,1,“How should you have liked making sermons?”
CHAPTER LII,28,1,“Exceedingly well.
CHAPTER LII,28,2,"I should have considered it as part of my duty, and the exertion would soon have been nothing."
CHAPTER LII,28,3,"One ought not to repine; but, to be sure, it would have been such a thing for me!"
CHAPTER LII,28,4,"The quiet, the retirement of such a life, would have answered all my ideas of happiness!"
CHAPTER LII,28,5,But it was not to be.
CHAPTER LII,28,6,Did you ever hear Darcy mention the circumstance when you were in Kent?”
CHAPTER LII,29,1,"“I _have_ heard from authority, which I thought _as good_, that it was left you conditionally only, and at the will of the present patron.”"
CHAPTER LII,30,1,“You have!
CHAPTER LII,30,2,"Yes, there was something in _that_; I told you so from the first, you may remember.”"
CHAPTER LII,31,1,"“I _did_ hear, too, that there was a time when sermon-making was not so palatable to you as it seems to be at present; that you actually declared your resolution of never taking orders, and that the business had been compromised accordingly.”"
CHAPTER LII,32,1,“You did!
CHAPTER LII,32,2,and it was not wholly without foundation.
CHAPTER LII,32,3,"You may remember what I told you on that point, when first we talked of it.”"
CHAPTER LII,33,1,"They were now almost at the door of the house, for she had walked fast to get rid of him; and unwilling, for her sister’s sake, to provoke him, she only said in reply, with a good-humoured smile,--"
CHAPTER LII,34,1,"“Come, Mr. Wickham, we are brother and sister, you know."
CHAPTER LII,34,2,Do not let us quarrel about the past.
CHAPTER LII,34,3,"In future, I hope we shall be always of one mind.”"
CHAPTER LII,35,1,"She held out her hand: he kissed it with affectionate gallantry, though he hardly knew how to look, and they entered the house."
CHAPTER LIII,1,1,"Mr. Wickham was so perfectly satisfied with this conversation, that he never again distressed himself, or provoked his dear sister Elizabeth, by introducing the subject of it; and she was pleased to find that she had said enough to keep him quiet."
CHAPTER LIII,2,1,"The day of his and Lydia’s departure soon came; and Mrs. Bennet was forced to submit to a separation, which, as her husband by no means entered into her scheme of their all going to Newcastle, was likely to continue at least a twelvemonth."
CHAPTER LIII,3,1,"“Oh, my dear Lydia,” she cried, “when shall we meet again?”"
CHAPTER LIII,4,1,"“Oh, Lord!"
CHAPTER LIII,4,2,I don’t know.
CHAPTER LIII,4,3,"Not these two or three years, perhaps.”"
CHAPTER LIII,5,1,"“Write to me very often, my dear.”"
CHAPTER LIII,6,1,“As often as I can.
CHAPTER LIII,6,2,But you know married women have never much time for writing.
CHAPTER LIII,6,3,My sisters may write to _me_.
CHAPTER LIII,6,4,They will have nothing else to do.”
CHAPTER LIII,7,1,Mr. Wickham’s adieus were much more affectionate than his wife’s.
CHAPTER LIII,7,2,"He smiled, looked handsome, and said many pretty things."
CHAPTER LIII,8,1,"“He is as fine a fellow,” said Mr. Bennet, as soon as they were out of the house, “as ever I saw."
CHAPTER LIII,8,2,"He simpers, and smirks, and makes love to us all."
CHAPTER LIII,8,3,I am prodigiously proud of him.
CHAPTER LIII,8,4,I defy even Sir William Lucas himself to produce a more valuable son-in-law.”
CHAPTER LIII,9,1,The loss of her daughter made Mrs. Bennet very dull for several days.
CHAPTER LIII,10,1,"“I often think,” said she, “that there is nothing so bad as parting with one’s friends."
CHAPTER LIII,10,2,One seems so forlorn without them.”
CHAPTER LIII,11,1,"“This is the consequence, you see, madam, of marrying a daughter,” said Elizabeth."
CHAPTER LIII,11,2,“It must make you better satisfied that your other four are single.”
CHAPTER LIII,12,1,“It is no such thing.
CHAPTER LIII,12,2,Lydia does not leave me because she is married; but only because her husband’s regiment happens to be so far off.
CHAPTER LIII,12,3,"If that had been nearer, she would not have gone so soon.”"
CHAPTER LIII,13,1,"But the spiritless condition which this event threw her into was shortly relieved, and her mind opened again to the agitation of hope, by an article of news which then began to be in circulation."
CHAPTER LIII,13,2,"The housekeeper at Netherfield had received orders to prepare for the arrival of her master, who was coming down in a day or two, to shoot there for several weeks."
CHAPTER LIII,13,3,Mrs. Bennet was quite in the fidgets.
CHAPTER LIII,13,4,"She looked at Jane, and smiled, and shook her head, by turns."
CHAPTER LIII,14,1,"“Well, well, and so Mr. Bingley is coming down, sister,” (for Mrs. Philips first brought her the news)."
CHAPTER LIII,14,2,"“Well, so much the better."
CHAPTER LIII,14,3,"Not that I care about it, though."
CHAPTER LIII,14,4,"He is nothing to us, you know, and I am sure I never want to see him again."
CHAPTER LIII,14,5,"But, however, he is very welcome to come to Netherfield, if he likes it."
CHAPTER LIII,14,6,And who knows what _may_ happen?
CHAPTER LIII,14,7,But that is nothing to us.
CHAPTER LIII,14,8,"You know, sister, we agreed long ago never to mention a word about it."
CHAPTER LIII,14,9,"And so, it is quite certain he is coming?”"
CHAPTER LIII,15,1,"“You may depend on it,” replied the other, “for Mrs. Nichols was in Meryton last night: I saw her passing by, and went out myself on purpose to know the truth of it; and she told me that it was certainly true."
CHAPTER LIII,15,2,"He comes down on Thursday, at the latest, very likely on Wednesday."
CHAPTER LIII,15,3,"She was going to the butcher’s, she told me, on purpose to order in some meat on Wednesday, and she has got three couple of ducks just fit to be killed.”"
CHAPTER LIII,16,1,Miss Bennet had not been able to hear of his coming without changing colour.
CHAPTER LIII,16,2,"It was many months since she had mentioned his name to Elizabeth; but now, as soon as they were alone together, she said,--"
CHAPTER LIII,17,1,"“I saw you look at me to-day, Lizzy, when my aunt told us of the present report; and I know I appeared distressed; but don’t imagine it was from any silly cause."
CHAPTER LIII,17,2,"I was only confused for the moment, because I felt that I _should_ be looked at."
CHAPTER LIII,17,3,I do assure you that the news does not affect me either with pleasure or pain.
CHAPTER LIII,17,4,"I am glad of one thing, that he comes alone; because we shall see the less of him."
CHAPTER LIII,17,5,"Not that I am afraid of _myself_, but I dread other people’s remarks.”"
CHAPTER LIII,18,1,Elizabeth did not know what to make of it.
CHAPTER LIII,18,2,"Had she not seen him in Derbyshire, she might have supposed him capable of coming there with no other view than what was acknowledged; but she still thought him partial to Jane, and she wavered as to the greater probability of his coming there _with_ his friend’s permission, or being bold enough to come without it."
CHAPTER LIII,19,1,"“Yet it is hard,” she sometimes thought, “that this poor man cannot come to a house, which he has legally hired, without raising all this speculation!"
CHAPTER LIII,19,2,I _will_ leave him to himself.”
CHAPTER LIII,20,1,"In spite of what her sister declared, and really believed to be her feelings, in the expectation of his arrival, Elizabeth could easily perceive that her spirits were affected by it."
CHAPTER LIII,20,2,"They were more disturbed, more unequal, than she had often seen them."
CHAPTER LIII,21,1,"The subject which had been so warmly canvassed between their parents, about a twelvemonth ago, was now brought forward again."
CHAPTER LIII,22,1,"“As soon as ever Mr. Bingley comes, my dear,” said Mrs. Bennet, “you will wait on him, of course.”"
CHAPTER LIII,23,1,"“No, no."
CHAPTER LIII,23,2,"You forced me into visiting him last year, and promised, if I went to see him, he should marry one of my daughters."
CHAPTER LIII,23,3,"But it ended in nothing, and I will not be sent on a fool’s errand again.”"
CHAPTER LIII,24,1,"His wife represented to him how absolutely necessary such an attention would be from all the neighbouring gentlemen, on his returning to Netherfield."
CHAPTER LIII,25,1,"“’Tis an _etiquette_ I despise,” said he."
CHAPTER LIII,25,2,"“If he wants our society, let him seek it."
CHAPTER LIII,25,3,He knows where we live.
CHAPTER LIII,25,4,I will not spend _my_ hours in running after my neighbours every time they go away and come back again.”
CHAPTER LIII,26,1,"“Well, all I know is, that it will be abominably rude if you do not wait on him."
CHAPTER LIII,26,2,"But, however, that shan’t prevent my asking him to dine here, I am determined."
CHAPTER LIII,26,3,We must have Mrs. Long and the Gouldings soon.
CHAPTER LIII,26,4,"That will make thirteen with ourselves, so there will be just room at table for him.”"
CHAPTER LIII,27,1,"Consoled by this resolution, she was the better able to bear her husband’s incivility; though it was very mortifying to know that her neighbours might all see Mr. Bingley, in consequence of it, before _they_ did."
CHAPTER LIII,27,2,"As the day of his arrival drew near,--"
CHAPTER LIII,28,1,"“I begin to be sorry that he comes at all,” said Jane to her sister."
CHAPTER LIII,28,2,“It would be nothing; I could see him with perfect indifference; but I can hardly bear to hear it thus perpetually talked of.
CHAPTER LIII,28,3,"My mother means well; but she does not know, no one can know, how much I suffer from what she says."
CHAPTER LIII,28,4,Happy shall I be when his stay at Netherfield is over!”
CHAPTER LIII,29,1,"“I wish I could say anything to comfort you,” replied Elizabeth; “but it is wholly out of my power."
CHAPTER LIII,29,2,"You must feel it; and the usual satisfaction of preaching patience to a sufferer is denied me, because you have always so much.”"
CHAPTER LIII,30,1,Mr. Bingley arrived.
CHAPTER LIII,30,2,"Mrs. Bennet, through the assistance of servants, contrived to have the earliest tidings of it, that the period of anxiety and fretfulness on her side be as long as it could."
